setting,subject,K,rule,model,start,fit,mechanism,start_from,n_iter,fit_s,state_means,ll,classify_s,err_all,n_all,perm,perm_identity,err_missing,n_missing,err_observed,n_observed,acc_missing,conf_missing,brier_missing,logloss_missing,p_true_missing,ece_missing,rel_n,rel_conf,rel_correct,share_true_missing,share_post_missing,mech_rates,mech_onset,mech_persistence,sorted_rates,sorted_onset,sorted_persistence,ll_mask_common,mask,r,M,mask_rates,mask_onset,mask_persistence,err_by_activity
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,start,4,0.699686,-1.9168|0.8147,-11034,0.189336,0.0977601,5268,01,True,0.0331126,151,0.0996678,5117,0.966887,0.999211,0.0635372,0.130264,0.967458,0.0323237,0|0|0|0|0|0|0|0|0|151,0|0|0|0|0|0|0|0|0|150.881,0|0|0|0|0|0|0|0|0|146,0.0000|1.0000,0.0325|0.9675,0.0020709|0.026687,0.0020591|0.025762,0.0077708|0.060402,0.0020709|0.026687,0.0020591|0.025762,0.0077708|0.060402,-786.1868|-781.4401,state,3,156,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.479507,-1.9137|0.8160,-11036.3,0.169758,0.0973804,5268,01,True,0.0331126,151,0.0992769,5117,0.966887,0.999211,0.0634972,0.129747,0.967478,0.0323236,0|0|0|0|0|0|0|0|0|151,0|0|0|0|0|0|0|0|0|150.881,0|0|0|0|0|0|0|0|0|146,0.0000|1.0000,0.0325|0.9675,0.0020556|0.026713,,,0.0020556|0.026713,,,-786.1868|-781.4401,state,3,156,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.541333,-1.9138|0.8159,-11033.8,0.111438,0.0973804,5268,01,True,0.0331126,151,0.0992769,5117,0.966887,0.99923,0.0636052,0.131065,0.967443,0.0323431,0|0|0|0|0|0|0|0|0|151,0|0|0|0|0|0|0|0|0|150.884,0|0|0|0|0|0|0|0|0|146,0.0000|1.0000,0.0326|0.9674,0.0020731|0.026712,0.0020612|0.025787,0.0077914|0.060404,0.0020731|0.026712,0.0020612|0.025787,0.0077914|0.060404,-786.1868|-781.4401,state,3,156,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,ignorable,,,,,-11525,0.175592,0.067388,5268,01,True,0.0434783,161,0.0681418,5107,0.956522,0.996444,0.0758805,0.380248,0.959913,0.0399223,1|0|0|0|0|0|0|0|1|159,0.529483|0|0|0|0|0|0|0|0.92863|158.969,0|0|0|0|0|0|0|0|0|154,0.0000|1.0000,0.0401|0.9599,,,,,,,,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state,,,,,-12331.3,0.123361,0.0651101,5268,01,True,0.0186335,161,0.0665753,5107,0.981366,0.998302,0.0316235,0.128139,0.982915,0.016936,0|0|0|0|1|0|0|0|0|160,0|0|0|0|0.73883|0|0|0|0|159.988,0|0|0|0|0|0|0|0|0|158,0.0000|1.0000,0.0171|0.9829,9.3389e-06|0.049332,,,,,,,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state-markov,,,,,-12331,0.195499,0.0651101,5268,01,True,0.0186335,161,0.0665753,5107,0.981366,0.998209,0.0313354,0.127396,0.983019,0.0168427,0|0|0|0|1|0|0|0|0|160,0|0|0|0|0.722979|0|0|0|0|159.989,0|0|0|0|0|0|0|0|0|158,0.0000|1.0000,0.0170|0.9830,9.5461e-06|0.049334,9.0064e-06|0.048975,0.056548|0.056252,,,,,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,ignorable,start,4,0.613885,-1.9183|0.8159,-10292,0.140881,0.0977601,5268,01,True,0.0372671,161,0.0996671,5107,0.962733,0.994132,0.07414,0.183149,0.958658,0.037555,1|0|0|0|0|0|0|0|2|158,0.504429|0|0|0|0|0|0|0|1.87289|157.678,1|0|0|0|0|0|0|0|0|154,0.0000|1.0000,0.0413|0.9587,,,,,,,-830.1400|-826.2698,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,start,4,0.681429,-1.9159|0.8171,-11069.7,0.176391,0.0966211,5268,01,True,0.0310559,161,0.0986881,5107,0.968944,0.992155,0.0479841,0.0782196,0.970695,0.0239634,0|2|0|0|0|0|0|2|1|156,0|1.14669|0|0|0|0|0|1.72529|0.939426|155.926,0|1|0|0|0|0|0|0|1|154,0.0000|1.0000,0.0293|0.9707,0.0018868|0.028752,,,0.0018868|0.028752,,,-830.1400|-826.2698,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,start,4,0.702319,-1.9160|0.8171,-11068,0.226067,0.0966211,5268,01,True,0.0310559,161,0.0986881,5107,0.968944,0.992236,0.0486566,0.0796548,0.970406,0.0240724,0|2|0|0|0|0|0|2|1|156,0|1.14869|0|0|0|0|0|1.73806|0.937134|155.926,0|1|0|0|0|0|0|0|1|154,0.0000|1.0000,0.0296|0.9704,0.0019172|0.028744,0.0019068|0.027931,0.0073243|0.056236,0.0019172|0.028744,0.0019068|0.027931,0.0073243|0.056236,-830.1400|-826.2698,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.462954,-1.9124|0.8188,-11069.5,0.197294,0.0960516,5268,01,True,0.0310559,161,0.0981006,5107,0.968944,0.992258,0.0493326,0.0812483,0.970147,0.0241048,0|2|0|0|0|0|0|2|1|156,0|1.13367|0|0|0|0|0|1.75405|0.936318|155.929,0|1|0|0|0|0|0|0|1|154,0.0000|1.0000,0.0299|0.9701,0.0019877|0.028729,,,0.0019877|0.028729,,,-830.1400|-826.2698,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.516145,-1.9124|0.8188,-11067.7,0.147923,0.0960516,5268,01,True,0.0310559,161,0.0981006,5107,0.968944,0.992327,0.0499755,0.0826587,0.969875,0.0298871,1|1|0|0|0|0|0|2|1|156,0.542401|0.593167|0|0|0|0|0|1.76532|0.934044|155.93,1|0|0|0|0|0|0|0|1|154,0.0000|1.0000,0.0301|0.9699,0.0020151|0.028723,0.0020047|0.027908,0.0071966|0.056294,0.0020151|0.028723,0.0020047|0.027908,0.0071966|0.056294,-830.1400|-826.2698,state,4,167,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,ignorable,,,,,-11502,0.145746,0.067388,5268,01,True,0.0419162,167,0.0682219,5101,0.958084,0.997189,0.0852056,0.467235,0.955293,0.0446311,0|0|0|1|0|0|1|0|0|165,0|0|0|0.69366|0|0|0.844962|0|0|164.992,0|0|0|1|0|0|1|0|0|158,0.0000|1.0000,0.0447|0.9553,,,,,,,,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state,,,,,-12417.9,0.145945,0.0652999,5268,01,True,0.011976,167,0.0670457,5101,0.988024,0.999994,0.0239497,0.118569,0.988019,0.0119701,0|0|0|0|0|0|0|0|0|167,0|0|0|0|0|0|0|0|0|166.999,0|0|0|0|0|0|0|0|0|165,0.0000|1.0000,0.0120|0.9880,1.0287e-05|0.051171,,,,,,,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state-markov,,,,,-12349.5,0.156677,0.0666287,5268,01,True,0.0299401,167,0.0678298,5101,0.97006,0.988527,0.0397862,0.140044,0.97313,0.0216966,0|3|1|0|1|0|0|0|0|162,0|1.74712|0.606759|0|0.730311|0|0|0|0|162,0|1|0|0|1|0|0|0|0|160,0.0000|1.0000,0.0269|0.9731,1.0532e-05|0.051258,7.8283e-06|0.039063,0.25676|0.27699,,,,,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,ignorable,start,4,0.706892,-1.9191|0.8132,-10267.8,0.150821,0.0981397,5268,01,True,0.0419162,167,0.0999804,5101,0.958084,0.994492,0.0856872,0.245388,0.952932,0.0419201,1|0|0|0|0|0|0|0|0|166,0.539714|0|0|0|0|0|0|0|0|165.54,1|0|0|0|0|0|0|0|0|159,0.0000|1.0000,0.0471|0.9529,,,,,,,-896.6307|-810.0608,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,start,4,0.681405,-1.9158|0.8152,-11120.5,0.182314,0.0968109,5268,01,True,0.0239521,167,0.0991962,5101,0.976048,0.995721,0.0431539,0.082906,0.974621,0.0250526,0|0|0|0|0|0|1|2|3|161,0|0|0|0|0|0|0.821179|1.78554|2.72961|160.949,0|0|0|0|0|0|1|0|3|159,0.0000|1.0000,0.0254|0.9746,0.0034515|0.030846,,,0.0034515|0.030846,,,-896.6307|-810.0608,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,start,4,0.745942,-1.9166|0.8147,-11045.7,0.146049,0.0977601,5268,01,True,0.0419162,167,0.0995883,5101,0.958084,0.997548,0.0806583,0.17165,0.957316,0.0407733,0|0|0|0|0|0|0|1|0|166,0|0|0|0|0|0|0|0.890654|0|165.7,0|0|0|0|0|0|0|1|0|159,0.0000|1.0000,0.0427|0.9573,0.0044467|0.030252,0.0033311|0.023223,0.25422|0.25556,0.0044467|0.030252,0.0033311|0.023223,0.25422|0.25556,-896.6307|-810.0608,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.552106,-1.9131|0.8162,-11120.3,0.130893,0.0968109,5268,01,True,0.0239521,167,0.0991962,5101,0.976048,0.995349,0.044161,0.0865973,0.973858,0.0246646,0|0|0|0|0|1|0|2|3|161,0|0|0|0|0|0.790221|0|1.76195|2.72166|160.949,0|0|0|0|0|1|0|2|1|159,0.0000|1.0000,0.0261|0.9739,0.0037106|0.03072,,,0.0037106|0.03072,,,-896.6307|-810.0608,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.564971,-1.9136|0.8160,-11045.4,0.120686,0.0973804,5268,01,True,0.0419162,167,0.0991962,5101,0.958084,0.99758,0.0807317,0.17258,0.957311,0.0408114,0|0|0|0|0|0|0|1|0|166,0|0|0|0|0|0|0|0.890156|0|165.706,0|0|0|0|0|0|0|1|0|159,0.0000|1.0000,0.0427|0.9573,0.0044579|0.030275,0.0033401|0.023241,0.2541|0.25558,0.0044579|0.030275,0.0033401|0.023241,0.2541|0.25558,-896.6307|-810.0608,state-markov,0,184,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,ignorable,,,,,-11496.3,0.192364,0.0671982,5268,01,True,0.0449438,178,0.0679764,5090,0.955056,0.996452,0.0781859,0.60695,0.958603,0.0413953,0|1|0|0|0|1|0|0|0|176,0|0.579026|0|0|0|0.789478|0|0|0|176,0|0|0|0|0|0|0|0|0|170,0.0000|1.0000,0.0414|0.9586,,,,,,,,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state,,,,,-12419.1,0.141861,0.0664389,5268,01,True,0.0337079,178,0.0675835,5090,0.966292,0.999973,0.0673122,0.306834,0.966317,0.0336809,0|0|0|0|0|0|0|0|0|178,0|0|0|0|0|0|0|0|0|177.995,0|0|0|0|0|0|0|0|0|172,0.0000|1.0000,0.0337|0.9663,1.0566e-05|0.054541,,,,,,,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state-markov,,,,,-12387.9,0.137867,0.0666287,5268,01,True,0.0337079,178,0.06778,5090,0.966292,0.999966,0.0673063,0.3059,0.966313,0.0336737,0|0|0|0|0|0|0|0|0|178,0|0|0|0|0|0|0|0|0|177.994,0|0|0|0|0|0|0|0|0|172,0.0000|1.0000,0.0337|0.9663,1.0823e-05|0.054587,8.9151e-06|0.046977,0.17632|0.18638,,,,,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,ignorable,start,4,0.760431,-1.9235|0.8136,-10266.4,0.133941,0.0981397,5268,01,True,0.0449438,178,0.1,5090,0.955056,0.985593,0.0819278,0.243572,0.949386,0.0468938,1|1|2|1|1|0|0|0|0|172,0.545423|0.593655|1.22687|0.685708|0.723695|0|0|0|0|171.66,0|1|2|0|1|0|0|0|0|166,0.0000|1.0000,0.0506|0.9494,,,,,,,-915.8747|-870.3550,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,start,4,0.671395,-1.9214|0.8148,-11132,0.161987,0.0968109,5268,01,True,0.0337079,178,0.0990177,5090,0.966292,0.99788,0.0656838,0.144834,0.965146,0.0333907,0|0|0|0|0|0|0|0|2|176,0|0|0|0|0|0|0|0|1.83952|175.783,0|0|0|0|0|0|0|0|2|170,0.0000|1.0000,0.0349|0.9651,0.0031549|0.031861,,,0.0031549|0.031861,,,-915.8747|-870.3550,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,start,4,0.807985,-1.9218|0.8145,-11096.6,0.11505,0.0973804,5268,01,True,0.0337079,178,0.0996071,5090,0.966292,0.997441,0.0661566,0.15195,0.964535,0.0348476,0|0|0|0|0|0|0|1|3|174,0|0|0|0|0|0|0|0.878054|2.79276|173.874,0|0|0|0|0|0|0|1|3|168,0.0000|1.0000,0.0355|0.9645,0.0033009|0.031852,0.003228|0.026773,0.025324|0.18622,0.0033009|0.031852,0.003228|0.026773,0.025324|0.18622,-915.8747|-870.3550,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.522722,-1.9177|0.8164,-11131.8,0.173424,0.0962415,5268,01,True,0.0337079,178,0.0984283,5090,0.966292,0.997834,0.0658281,0.147168,0.965036,0.0339963,0|0|0|0|0|0|0|1|2|175,0|0|0|0|0|0|0|0.897265|1.88427|174.833,0|0|0|0|0|0|0|1|2|169,0.0000|1.0000,0.0350|0.9650,0.0032876|0.031823,,,0.0032876|0.031823,,,-915.8747|-870.3550,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.54024,-1.9180|0.8163,-11096.4,0.194343,0.0970008,5268,01,True,0.0337079,178,0.0992141,5090,0.966292,0.997204,0.0663201,0.154155,0.964253,0.0350022,0|0|0|0|0|0|0|1|3|174,0|0|0|0|0|0|0|0.869305|2.76668|173.866,0|0|0|0|0|0|0|1|3|168,0.0000|1.0000,0.0357|0.9643,0.0034346|0.031805,0.0033327|0.026745,0.033008|0.18584,0.0034346|0.031805,0.0033327|0.026745,0.033008|0.18584,-915.8747|-870.3550,state-markov,1,189,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,ignorable,,,,,-11498.2,0.165854,0.067388,5268,01,True,0.0326087,184,0.0686467,5084,0.967391,0.989552,0.0466456,0.32087,0.969718,0.0301631,2|0|0|0|1|1|1|1|2|176,1.05994|0|0|0|0.703895|0.76481|0.817643|0.893763|1.8485|175.989,0|0|0|0|1|0|1|1|2|173,0.0000|1.0000,0.0303|0.9697,,,,,,,,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state,,,,,-12375.1,0.182461,0.0664389,5268,01,True,0.0163043,184,0.0682533,5084,0.983696,0.999996,0.0326053,0.16069,0.983694,0.0163008,0|0|0|0|0|0|0|0|0|184,0|0|0|0|0|0|0|0|0|183.999,0|0|0|0|0|0|0|0|0|181,0.0000|1.0000,0.0163|0.9837,1.0789e-05|0.056379,,,,,,,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state-markov,,,,,-12323.3,0.142056,0.0666287,5268,01,True,0.0163043,184,0.06845,5084,0.983696,0.999697,0.0326371,0.160649,0.983394,0.0165896,0|0|0|0|0|0|0|0|1|183,0|0|0|0|0|0|0|0|0.945843|182.998,0|0|0|0|0|0|0|0|1|180,0.0000|1.0000,0.0166|0.9834,1.1056e-05|0.056375,8.5772e-06|0.045785,0.22423|0.23364,,,,,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,ignorable,start,4,0.650467,-1.9193|0.8151,-10259.2,0.172941,0.0981397,5268,01,True,0.0217391,184,0.100905,5084,0.978261,0.989462,0.0444921,0.126795,0.970563,0.0245916,2|0|0|0|1|1|0|0|0|180,1.01297|0|0|0|0.742651|0.755085|0|0|0|179.55,2|0|0|0|0|1|0|0|0|177,0.0000|1.0000,0.0294|0.9706,,,,,,,-931.1725|-860.9579,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,start,4,0.643678,-1.9152|0.8177,-11115.8,0.148903,0.0970008,5268,01,True,0.0163043,184,0.0999213,5084,0.983696,0.998901,0.0295893,0.0499535,0.984151,0.0152054,0|0|0|0|0|0|0|0|0|184,0|0|0|0|0|0|0|0|0|183.798,0|0|0|0|0|0|0|0|0|181,0.0000|1.0000,0.0158|0.9842,0.00089633|0.034,,,0.00089633|0.034,,,-931.1725|-860.9579,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,start,4,0.638908,-1.9161|0.8171,-11063,0.151973,0.0970008,5268,01,True,0.0163043,184,0.0999213,5084,0.983696,0.998745,0.0302547,0.0542704,0.983658,0.0150497,0|0|0|0|0|0|0|0|0|184,0|0|0|0|0|0|0|0|0|183.769,0|0|0|0|0|0|0|0|0|181,0.0000|1.0000,0.0163|0.9837,0.00099129|0.033987,0.00092633|0.027198,0.066449|0.22694,0.00099129|0.033987,0.00092633|0.027198,0.066449|0.22694,-931.1725|-860.9579,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,4,0.679556,-1.9101|0.8202,-11115.4,0.119513,0.0962415,5268,01,True,0.0163043,184,0.0991345,5084,0.983696,0.998917,0.0296445,0.0502601,0.984137,0.015221,0|0|0|0|0|0|0|0|0|184,0|0|0|0|0|0|0|0|0|183.801,0|0|0|0|0|0|0|0|0|181,0.0000|1.0000,0.0159|0.9841,0.00089502|0.034068,,,0.00089502|0.034068,,,-931.1725|-860.9579,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,4,0.65954,-1.9109|0.8197,-11062.6,0.166595,0.0964313,5268,01,True,0.0163043,184,0.0993312,5084,0.983696,0.998814,0.0302787,0.0544009,0.983712,0.015118,0|0|0|0|0|0|0|0|0|184,0|0|0|0|0|0|0|0|0|183.782,0|0|0|0|0|0|0|0|0|181,0.0000|1.0000,0.0163|0.9837,0.00096979|0.034072,0.00091776|0.027259,0.054572|0.22722,0.00096979|0.034072,0.00091776|0.027259,0.054572|0.22722,-931.1725|-860.9579,state-markov,2,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,ignorable,,,,,-11526.6,0.15138,0.0675778,5268,01,True,0.0636943,157,0.0676971,5111,0.936306,0.996744,0.117702,0.836985,0.93935,0.0604384,1|0|0|0|0|0|0|0|0|156,0.522317|0|0|0|0|0|0|0|0|155.967,0|0|0|0|0|0|0|0|0|147,0.0000|1.0000,0.0607|0.9393,,,,,,,,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state,,,,,-12353.8,0.168759,0.0647304,5268,01,True,0.0318471,157,0.0657406,5111,0.968153,0.989055,0.0429124,0.102443,0.970258,0.0295728,0|0|0|0|4|3|0|0|0|150,0|0|0|0|2.97563|2.31933|0|0|0|149.987,0|0|0|0|0|3|0|0|0|149,0.0000|1.0000,0.0297|0.9703,9.1159e-06|0.048106,,,,,,,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state-markov,,,,,-12307.2,0.160291,0.0656796,5268,01,True,0.044586,157,0.0663275,5111,0.955414,0.995131,0.0788138,0.276574,0.956914,0.042921,0|0|0|0|1|2|0|0|0|154,0|0|0|0|0.748469|1.50323|0|0|0|153.984,0|0|0|0|1|0|0|0|0|149,0.0000|1.0000,0.0431|0.9569,8.3982e-06|0.048156,7.643e-06|0.041189,0.089939|0.18586,,,,,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,ignorable,start,4,0.689886,-1.9196|0.8157,-10290,0.15999,0.0981397,5268,01,True,0.0573248,157,0.0993935,5111,0.942675,0.988324,0.120435,0.315992,0.932545,0.0639686,3|0|0|0|0|0|0|0|1|153,1.56192|0|0|0|0|0|0|0|0.924506|152.68,3|0|0|0|0|0|0|0|0|145,0.0000|1.0000,0.0675|0.9325,,,,,,,-814.2451|-769.6888,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,start,4,0.697835,-1.9172|0.8171,-11062.6,0.258059,0.0971906,5268,01,True,0.0573248,157,0.0984152,5111,0.942675,0.986739,0.0765187,0.125306,0.952317,0.0474184,0|3|0|0|0|0|1|3|3|147,0|1.76935|0|0|0|0|0.849552|2.60933|2.73667|146.953,0|0|0|0|0|0|0|0|3|145,0.0000|1.0000,0.0477|0.9523,0.0028587|0.02745,,,0.0028587|0.02745,,,-814.2451|-769.6888,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,start,4,0.880626,-1.9177|0.8168,-11024.8,0.253745,0.0977601,5268,01,True,0.0573248,157,0.0990022,5111,0.942675,0.989135,0.0866687,0.171934,0.949327,0.0497872,0|3|0|0|0|0|0|0|3|151,0|1.74125|0|0|0|0|0|0|2.73882|150.814,0|0|0|0|0|0|0|0|3|145,0.0000|1.0000,0.0507|0.9493,0.0029078|0.02741,0.0023949|0.02317,0.1788|0.17786,0.0029078|0.02741,0.0023949|0.02317,0.1788|0.17786,-814.2451|-769.6888,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.597575,-1.9138|0.8186,-11062.3,0.189147,0.0970008,5268,01,True,0.0573248,157,0.0982195,5111,0.942675,0.987883,0.0801853,0.132466,0.950921,0.0488001,0|0|3|0|0|0|0|4|3|147,0|0|1.89219|0|0|0|0|3.53296|2.718|146.954,0|0|0|0|0|0|0|0|3|145,0.0000|1.0000,0.0491|0.9509,0.0030665|0.02736,,,0.0030665|0.02736,,,-814.2451|-769.6888,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.71153,-1.9140|0.8185,-11024.5,0.172746,0.0971906,5268,01,True,0.0573248,157,0.0984152,5111,0.942675,0.98986,0.0887853,0.177117,0.948399,0.0507284,0|0|3|0|0|0|0|0|3|151,0|0|1.8618|0|0|0|0|0|2.72185|150.824,0|0|0|0|0|0|0|0|3|145,0.0000|1.0000,0.0516|0.9484,0.0030895|0.027341,0.0025534|0.023103,0.1761|0.17808,0.0030895|0.027341,0.0025534|0.023103,0.1761|0.17808,-814.2451|-769.6888,state-markov,3,163,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,ignorable,,,,,-11485.1,0.18728,0.0675778,5268,01,True,0.0166667,180,0.0693789,5088,0.983333,0.991018,0.0302157,0.208381,0.979749,0.0145403,2|1|0|0|0|1|0|0|0|176,1.01957|0.592014|0|0|0|0.790951|0|0|0|175.981,1|1|0|0|0|1|0|0|0|174,0.0000|1.0000,0.0203|0.9797,,,,,,,,state-markov,4,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state,,,,,-12423,0.224135,0.0668185,5268,01,True,0.0111111,180,0.0687893,5088,0.988889,0.997551,0.0135132,0.0168163,0.991333,0.00866711,0|0|0|0|0|2|0|0|0|178,0|0|0|0|0|1.55961|0|0|0|178,0|0|0|0|0|0|0|0|0|178,0.0000|1.0000,0.0087|0.9913,1.0789e-05|0.055154,,,,,,,state-markov,4,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,,oracle,state-markov,,,,,-12346.1,0.171918,0.0671982,5268,01,True,0.0111111,180,0.0691824,5088,0.988889,0.998616,0.0229049,0.106387,0.987507,0.0124885,0|0|0|0|0|1|0|0|0|179,0|0|0|0|0|0.75145|0|0|0|178.999,0|0|0|0|0|1|0|0|0|177,0.0000|1.0000,0.0125|0.9875,1.1056e-05|0.055152,8.3493e-06|0.04378,0.24485|0.24997,,,,,state-markov,4,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
controlled,102,2,ge10,hmc_in,0,unsupervised,ignorable,start,4,0.933148,-1.9177|0.8158,-10260.8,0.187528,0.0975702,5268,01,True,0.0166667,180,0.100432,5088,0.983333,0.990464,0.0380357,0.0969344,0.974175,0.0206927,2|0|0|0|0|0|0|0|3|175,1.03821|0|0|0|0|0|0|0|2.74116|174.504,2|0|0|0|0|0|0|0|3|172,0.0000|1.0000,0.0258|0.9742,,,,,,,-931.1725|-849.4729,state-markov,4,193,0|0.04873|0.002723,0|0.04059|0.002458,0|0.2075|0.1,
